word,care_hlcts,fairness_hlcts,loyalty_hlcts,authority_hlcts,sanctity_hlcts,total_seen,seen_care,seen_fairness,seen_loyalty,seen_authority,seen_sanctity,care_pos,care_neg,care_neu,care_sent,fairness_pos,fairness_neg,fairness_neu,fairness_sent,loyalty_pos,loyalty_neg,loyalty_neu,loyalty_sent,authority_pos,authority_neg,authority_neu,authority_sent,sanctity_pos,sanctity_neg,sanctity_neu,sanctity_sent,avg_pos,avg_neg,avg_neu,sum_hl,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,ind_vader,ind_comp,tag,care.virtue,fairness.virtue,loyalty.virtue,authority.virtue,sanctity.virtue,care.vice,fairness.vice,loyalty.vice,authority.vice,sanctity.vice,foundation
strong,27.0,28.0,49.0,40.0,25.0,1258.0,236.0,277.0,254.0,260.0,231.0,0.4591851851851851,0.1225925925925926,0.41814814814814805,0.43191481481481486,0.4664285714285715,0.060464285714285707,0.4731071428571429,0.5367535714285714,0.5557551020408166,0.05340816326530611,0.3908775510204081,0.5764040816326532,0.5342500000000002,0.06634999999999999,0.3994,0.5189674999999999,0.4835600000000001,0.061880000000000004,0.4545599999999999,0.495092,0.0,0.0,0.0,169.0,0.11440677966101695,0.10108303249097472,0.19291338582677164,0.15384615384615385,0.10822510822510822,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",0.5106,a,0.11440677966101695,0.10108303249097472,0.19291338582677164,0.15384615384615385,0.10822510822510822,0.0,0.0,0.0,0.0,0.0,loyalty.virtue
welcome,10.0,11.0,8.0,4.0,9.0,313.0,55.0,73.0,74.0,59.0,52.0,0.4643999999999999,0.1427,0.39280000000000004,0.39568000000000003,0.3696363636363636,0.10281818181818182,0.5275454545454545,0.4269545454545455,0.597375,0.0,0.402625,0.5430875000000001,0.46325,0.0,0.5367500000000001,0.519175,0.4318888888888889,0.06855555555555555,0.4995555555555556,0.3654222222222223,0.0,0.0,0.0,42.0,0.18181818181818182,0.1506849315068493,0.10810810810810811,0.06779661016949153,0.17307692307692307,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,a,0.18181818181818182,0.1506849315068493,0.10810810810810811,0.06779661016949153,0.17307692307692307,0.0,0.0,0.0,0.0,0.0,care.virtue
succeed,5.0,3.0,4.0,3.0,5.0,206.0,42.0,51.0,39.0,32.0,42.0,0.36860000000000004,0.22759999999999997,0.40380000000000005,0.021599999999999998,0.508,0.08633333333333333,0.4056666666666667,0.5929333333333333,0.538,0.07175,0.39025,0.57405,0.4256666666666667,0.0,0.5743333333333334,0.5928,0.3654,0.2212,0.41340000000000005,0.13166000000000003,0.0,0.0,0.0,20.0,0.11904761904761904,0.058823529411764705,0.10256410256410256,0.09375,0.11904761904761904,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",0.4939,v,0.11904761904761904,0.058823529411764705,0.10256410256410256,0.09375,0.11904761904761904,0.0,0.0,0.0,0.0,0.0,care.virtue
truly,4.0,9.0,6.0,3.0,6.0,349.0,65.0,86.0,60.0,84.0,54.0,0.3965,0.10724999999999998,0.49625,0.49160000000000004,0.5441111111111111,0.02033333333333333,0.4354444444444445,0.632,0.45533333333333337,0.052833333333333336,0.4918333333333334,0.42723333333333335,0.3056666666666667,0.2796666666666667,0.41500000000000004,-0.01626666666666667,0.35766666666666663,0.07816666666666666,0.5638333333333333,0.40471666666666667,0.0,0.0,0.0,28.0,0.06153846153846154,0.10465116279069768,0.1,0.03571428571428571,0.1111111111111111,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,r,0.06153846153846154,0.10465116279069768,0.1,0.03571428571428571,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,sanctity.virtue
lose,17.0,19.0,13.0,11.0,12.0,560.0,121.0,120.0,117.0,111.0,91.0,0.08935294117647058,0.4581764705882353,0.45229411764705885,-0.3880176470588235,0.22584210526315796,0.39821052631578957,0.3761052631578947,-0.19609999999999997,0.12507692307692306,0.45692307692307693,0.4179230769230769,-0.44241538461538454,0.23509090909090907,0.36181818181818176,0.4029999999999999,-0.21356363636363634,0.23991666666666667,0.42250000000000004,0.3376666666666667,-0.13264999999999996,0.0,0.0,0.0,72.0,0.14049586776859505,0.15833333333333333,0.1111111111111111,0.0990990990990991,0.13186813186813187,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",-0.4019,v,0.0,0.0,0.0,0.0,0.0,0.14049586776859505,0.15833333333333333,0.1111111111111111,0.0990990990990991,0.13186813186813187,fairness.vice
challenges,10.0,8.0,16.0,11.0,5.0,564.0,120.0,108.0,97.0,139.0,100.0,0.31120000000000003,0.1271,0.5619000000000001,0.09821,0.358125,0.078375,0.5635,0.26087499999999997,0.343875,0.101875,0.5542499999999999,0.08096249999999999,0.2770909090909091,0.14418181818181816,0.5787272727272728,0.02395454545454546,0.3966,0.1,0.5036,0.1742,0.0,0.0,0.0,50.0,0.08333333333333333,0.07407407407407407,0.16494845360824742,0.07913669064748201,0.05,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0772}",0.0772,v,0.08333333333333333,0.07407407407407407,0.16494845360824742,0.07913669064748201,0.05,0.0,0.0,0.0,0.0,0.0,loyalty.virtue
clear,17.0,38.0,31.0,33.0,15.0,1733.0,329.0,375.0,371.0,350.0,308.0,0.3728235294117647,0.1706470588235294,0.4565882352941177,0.17570588235294116,0.3601578947368422,0.11944736842105262,0.5203947368421051,0.2872,0.42374193548387096,0.1260967741935484,0.4502258064516129,0.32880000000000004,0.3883636363636364,0.10760606060606062,0.504090909090909,0.3120606060606061,0.36346666666666666,0.16533333333333333,0.4711333333333333,0.2071266666666667,0.0,0.0,0.0,134.0,0.05167173252279635,0.10133333333333333,0.08355795148247978,0.09428571428571429,0.048701298701298704,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",0.3818,a,0.05167173252279635,0.10133333333333333,0.08355795148247978,0.09428571428571429,0.048701298701298704,0.0,0.0,0.0,0.0,0.0,fairness.virtue
matters,3.0,11.0,5.0,8.0,5.0,366.0,59.0,68.0,84.0,84.0,72.0,0.5626666666666666,0.0,0.4373333333333333,0.30456666666666665,0.2713636363636364,0.06272727272727273,0.6658181818181818,0.08637272727272728,0.3438,0.0212,0.635,0.22233999999999998,0.513125,0.0,0.486875,0.40731249999999997,0.3232,0.1142,0.5626,0.14582,0.0,0.0,0.0,32.0,0.05084745762711865,0.16176470588235295,0.05952380952380952,0.09523809523809523,0.06944444444444445,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0258}",0.0258,n,0.05084745762711865,0.16176470588235295,0.05952380952380952,0.09523809523809523,0.06944444444444445,0.0,0.0,0.0,0.0,0.0,fairness.virtue
devoted,0.0,1.0,5.0,3.0,2.0,85.0,11.0,14.0,22.0,19.0,19.0,0.0,0.0,0.0,0.0,0.48,0.324,0.196,0.1531,0.45599999999999996,0.0378,0.5062,0.43102,0.4093333333333333,0.0,0.5906666666666667,0.4019,0.296,0.109,0.5954999999999999,0.2288,0.0,0.0,0.0,11.0,0.0,0.07142857142857142,0.22727272727272727,0.15789473684210525,0.10526315789473684,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,v,0.0,0.07142857142857142,0.22727272727272727,0.15789473684210525,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,loyalty.virtue
create,29.0,22.0,17.0,24.0,12.0,763.0,145.0,175.0,153.0,166.0,125.0,0.34493103448275864,0.22358620689655173,0.4316206896551725,0.05493793103448277,0.3342727272727273,0.14813636363636362,0.5175909090909091,0.18450454545454545,0.3527058823529412,0.04264705882352942,0.6046470588235295,0.3308941176470589,0.32395833333333335,0.21683333333333332,0.4590000000000001,0.047275000000000005,0.37274999999999997,0.15375,0.4734166666666666,0.1824083333333333,0.0,0.0,0.0,104.0,0.2,0.12571428571428572,0.1111111111111111,0.14457831325301204,0.096,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,v,0.2,0.12571428571428572,0.1111111111111111,0.14457831325301204,0.096,0.0,0.0,0.0,0.0,0.0,care.virtue
terrible,7.0,4.0,4.0,3.0,8.0,159.0,28.0,33.0,28.0,39.0,31.0,0.08571428571428572,0.5798571428571428,0.3344285714285714,-0.5736428571428572,0.0,0.6347499999999999,0.36525,-0.746425,0.19075000000000003,0.3735,0.43575,-0.249375,0.13999999999999999,0.39200000000000007,0.46766666666666673,-0.3555333333333333,0.0525,0.5481250000000001,0.39925,-0.4700500000000001,0.0,0.0,0.0,26.0,0.25,0.12121212121212122,0.14285714285714285,0.07692307692307693,0.25806451612903225,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",-0.4767,a,0.0,0.0,0.0,0.0,0.0,0.25,0.12121212121212122,0.14285714285714285,0.07692307692307693,0.25806451612903225,sanctity.vice
agreed,19.0,31.0,21.0,25.0,13.0,753.0,151.0,158.0,127.0,165.0,152.0,0.4297368421052632,0.09963157894736842,0.47068421052631587,0.3117157894736842,0.3603548387096774,0.121,0.5187096774193549,0.2466612903225807,0.3826666666666667,0.1362857142857143,0.4810952380952381,0.19657619047619052,0.39380000000000004,0.0632,0.5430000000000001,0.23834400000000006,0.31576923076923075,0.20353846153846153,0.48061538461538456,0.06836153846153845,0.0,0.0,0.0,109.0,0.12582781456953643,0.1962025316455696,0.16535433070866143,0.15151515151515152,0.08552631578947369,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,v,0.12582781456953643,0.1962025316455696,0.16535433070866143,0.15151515151515152,0.08552631578947369,0.0,0.0,0.0,0.0,0.0,fairness.virtue
denying,4.0,6.0,3.0,1.0,6.0,103.0,17.0,24.0,25.0,18.0,19.0,0.11725,0.308,0.575,-0.19567500000000002,0.07483333333333334,0.3336666666666666,0.5915,-0.24326666666666671,0.09899999999999999,0.418,0.48333333333333334,-0.31233333333333335,0.161,0.322,0.517,-0.4215,0.052333333333333336,0.33549999999999996,0.6121666666666666,-0.32925000000000004,0.0,0.0,0.0,20.0,0.23529411764705882,0.25,0.12,0.05555555555555555,0.3157894736842105,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",-0.34,v,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.25,0.12,0.05555555555555555,0.3157894736842105,sanctity.vice
crime,42.0,65.0,18.0,21.0,27.0,1084.0,203.0,286.0,210.0,174.0,211.0,0.05723809523809525,0.5985,0.3442857142857143,-0.6559404761904764,0.032646153846153846,0.6377384615384618,0.3296461538461539,-0.737427692307692,0.021777777777777778,0.5535000000000001,0.4247222222222222,-0.7211055555555557,0.06404761904761905,0.5320476190476191,0.404,-0.6666047619047618,0.044111111111111115,0.5932962962962961,0.36259259259259263,-0.6547370370370371,0.0,0.0,0.0,173.0,0.20689655172413793,0.22727272727272727,0.08571428571428572,0.1206896551724138,0.12796208530805686,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",-0.5423,n,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.22727272727272727,0.08571428571428572,0.1206896551724138,0.12796208530805686,fairness.vice
reject,2.0,6.0,7.0,4.0,1.0,199.0,37.0,46.0,41.0,43.0,32.0,0.0,0.403,0.597,-0.4019,0.044000000000000004,0.42966666666666664,0.5263333333333333,-0.44836666666666664,0.08371428571428571,0.4185714285714286,0.49771428571428566,-0.2904428571428571,0.0,0.44775,0.55225,-0.538125,0.0,0.655,0.345,-0.886,0.0,0.0,0.0,20.0,0.05405405405405406,0.13043478260869565,0.17073170731707318,0.09302325581395349,0.03125,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",-0.4019,v,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.13043478260869565,0.17073170731707318,0.09302325581395349,0.03125,loyalty.vice
willingness,4.0,4.0,8.0,4.0,4.0,115.0,19.0,26.0,27.0,23.0,21.0,0.6485,0.13874999999999998,0.21275,0.484375,0.357,0.13949999999999999,0.5035000000000001,0.281625,0.44525,0.09,0.464875,0.36205,0.46249999999999997,0.10425,0.43325,0.317125,0.47450000000000003,0.23075,0.29474999999999996,0.2609,0.0,0.0,0.0,24.0,0.21052631578947367,0.15384615384615385,0.2962962962962963,0.17391304347826086,0.19047619047619047,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,n,0.21052631578947367,0.15384615384615385,0.2962962962962963,0.17391304347826086,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,loyalty.virtue
disturbing,6.0,5.0,5.0,3.0,5.0,133.0,22.0,28.0,29.0,26.0,28.0,0.0,0.5223333333333333,0.4776666666666667,-0.6402333333333333,0.1,0.4394,0.4606,-0.6669400000000001,0.0,0.4364,0.5636,-0.63064,0.0,0.526,0.47400000000000003,-0.6702333333333333,0.0,0.5094,0.49060000000000004,-0.69214,0.0,0.0,0.0,24.0,0.2727272727272727,0.17857142857142858,0.1724137931034483,0.11538461538461539,0.17857142857142858,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",-0.5106,a,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.17857142857142858,0.1724137931034483,0.11538461538461539,0.17857142857142858,care.vice
chance,19.0,16.0,12.0,7.0,10.0,653.0,134.0,148.0,138.0,133.0,100.0,0.37357894736842107,0.15089473684210528,0.47557894736842105,0.10592105263157893,0.34625000000000006,0.1286875,0.5251250000000001,0.11249375000000003,0.34641666666666665,0.11475,0.5388333333333334,0.18768333333333334,0.49214285714285716,0.08557142857142856,0.4221428571428571,0.42365714285714284,0.4941000000000001,0.12710000000000002,0.37899999999999995,0.40284000000000003,0.0,0.0,0.0,64.0,0.1417910447761194,0.10810810810810811,0.08695652173913043,0.05263157894736842,0.1,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.25}",0.25,n,0.1417910447761194,0.10810810810810811,0.08695652173913043,0.05263157894736842,0.1,0.0,0.0,0.0,0.0,0.0,care.virtue
feared,5.0,4.0,2.0,0.0,5.0,165.0,32.0,36.0,38.0,28.0,31.0,0.09140000000000001,0.4654,0.44299999999999995,-0.47526,0.035,0.40875000000000006,0.55625,-0.6453,0.0,0.432,0.5680000000000001,-0.4939,0.0,0.0,0.0,0.0,0.061,0.5004,0.4386,-0.6573399999999999,0.0,0.0,0.0,16.0,0.15625,0.1111111111111111,0.05263157894736842,0.0,0.16129032258064516,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",-0.4939,v,0.0,0.0,0.0,0.0,0.0,0.15625,0.1111111111111111,0.05263157894736842,0.0,0.16129032258064516,sanctity.vice
fatally,5.0,2.0,0.0,0.0,3.0,74.0,15.0,17.0,17.0,11.0,14.0,0.0,0.6876,0.3124,-0.6884399999999999,0.0655,0.6795,0.255,-0.7916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6196666666666667,0.38033333333333336,-0.7432333333333334,0.0,0.0,0.0,10.0,0.3333333333333333,0.11764705882352941,0.0,0.0,0.21428571428571427,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6369}",-0.6369,r,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.11764705882352941,0.0,0.0,0.21428571428571427,care.vice
win,9.0,28.0,20.0,17.0,20.0,991.0,165.0,181.0,223.0,234.0,189.0,0.4876666666666666,0.15255555555555556,0.3597777777777778,0.42941111111111113,0.5183928571428572,0.1573214285714286,0.32435714285714284,0.5097392857142857,0.46749999999999997,0.17055,0.3619,0.41174999999999995,0.5167647058823529,0.077,0.40623529411764703,0.5979764705882353,0.42735,0.2151,0.35764999999999997,0.36028499999999997,0.0,0.0,0.0,94.0,0.05454545454545454,0.15469613259668508,0.08968609865470852,0.07264957264957266,0.10582010582010581,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,v,0.05454545454545454,0.15469613259668508,0.08968609865470852,0.07264957264957266,0.10582010582010581,0.0,0.0,0.0,0.0,0.0,fairness.virtue
acceptable,4.0,7.0,2.0,1.0,5.0,140.0,23.0,31.0,26.0,38.0,22.0,0.297,0.261,0.44175,0.012474999999999986,0.4141428571428571,0.21628571428571428,0.3694285714285715,0.11654285714285717,0.453,0.234,0.313,0.08254999999999998,0.371,0.468,0.161,-0.1531,0.302,0.257,0.44139999999999996,-0.010940000000000016,0.0,0.0,0.0,19.0,0.17391304347826086,0.22580645161290322,0.07692307692307693,0.02631578947368421,0.22727272727272727,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,a,0.17391304347826086,0.22580645161290322,0.07692307692307693,0.02631578947368421,0.22727272727272727,0.0,0.0,0.0,0.0,0.0,sanctity.virtue
confront,3.0,6.0,4.0,5.0,4.0,162.0,27.0,37.0,34.0,33.0,31.0,0.057333333333333326,0.37066666666666664,0.5720000000000001,-0.5333333333333333,0.11233333333333334,0.41683333333333333,0.4708333333333334,-0.5431333333333334,0.0,0.43075,0.56925,-0.41225,0.0318,0.4732,0.4952,-0.4979,0.0,0.486,0.514,-0.47715,0.0,0.0,0.0,22.0,0.1111111111111111,0.16216216216216217,0.11764705882352941,0.15151515151515152,0.12903225806451613,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1779}",-0.1779,v,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.16216216216216217,0.11764705882352941,0.15151515151515152,0.12903225806451613,fairness.vice
recommend,1.0,6.0,2.0,0.0,2.0,112.0,25.0,19.0,25.0,20.0,23.0,0.455,0.0,0.545,0.3612,0.45183333333333336,0.0295,0.5186666666666667,0.44370000000000004,0.324,0.0,0.6759999999999999,0.3612,0.0,0.0,0.0,0.0,0.3515,0.348,0.3005,-0.08974999999999998,0.0,0.0,0.0,11.0,0.04,0.3157894736842105,0.08,0.0,0.08695652173913043,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,v,0.04,0.3157894736842105,0.08,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,fairness.virtue
natural,18.0,13.0,9.0,7.0,2.0,455.0,114.0,99.0,81.0,106.0,55.0,0.3856666666666666,0.20583333333333334,0.40838888888888886,0.16074444444444447,0.36892307692307685,0.18615384615384614,0.44484615384615395,0.12197692307692304,0.3758888888888889,0.07300000000000001,0.551,0.35066666666666674,0.31314285714285717,0.18799999999999997,0.49885714285714283,0.18892857142857142,0.42500000000000004,0.0,0.575,0.3612,0.0,0.0,0.0,49.0,0.15789473684210525,0.13131313131313133,0.1111111111111111,0.0660377358490566,0.03636363636363636,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,a,0.15789473684210525,0.13131313131313133,0.1111111111111111,0.0660377358490566,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,care.virtue
worried,32.0,9.0,13.0,5.0,6.0,535.0,124.0,99.0,130.0,88.0,94.0,0.10515624999999999,0.46059375,0.43428124999999984,-0.3440531249999999,0.09388888888888888,0.47411111111111115,0.43211111111111106,-0.3909,0.08753846153846154,0.46076923076923076,0.4516153846153846,-0.3932692307692308,0.06699999999999999,0.5186,0.4144,-0.39102,0.04783333333333333,0.4848333333333334,0.4673333333333333,-0.4587666666666666,0.0,0.0,0.0,65.0,0.25806451612903225,0.09090909090909091,0.1,0.056818181818181816,0.06382978723404255,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,v,0.0,0.0,0.0,0.0,0.0,0.25806451612903225,0.09090909090909091,0.1,0.056818181818181816,0.06382978723404255,care.vice
rejected,18.0,14.0,18.0,17.0,12.0,378.0,79.0,79.0,71.0,84.0,65.0,0.05444444444444444,0.617,0.32855555555555555,-0.6341333333333334,0.039142857142857146,0.558,0.4028571428571429,-0.6564285714285714,0.04033333333333333,0.4423333333333333,0.5173888888888889,-0.5401388888888888,0.05288235294117647,0.5415882352941177,0.4054705882352941,-0.5866235294117648,0.08016666666666666,0.5606666666666666,0.35908333333333337,-0.62685,0.0,0.0,0.0,79.0,0.22784810126582278,0.17721518987341772,0.2535211267605634,0.20238095238095238,0.18461538461538463,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",-0.5106,v,0.0,0.0,0.0,0.0,0.0,0.22784810126582278,0.17721518987341772,0.2535211267605634,0.20238095238095238,0.18461538461538463,loyalty.vice
energy,24.0,21.0,18.0,12.0,17.0,931.0,203.0,199.0,211.0,163.0,155.0,0.43724999999999997,0.1075,0.4551666666666667,0.32850833333333324,0.3807619047619048,0.0468095238095238,0.5724285714285715,0.3744904761904762,0.40216666666666673,0.12816666666666665,0.46955555555555556,0.24485555555555555,0.36125,0.15191666666666667,0.48674999999999985,0.19898333333333337,0.3956470588235294,0.12288235294117647,0.4815294117647059,0.300035294117647,0.0,0.0,0.0,92.0,0.11822660098522167,0.10552763819095477,0.08530805687203792,0.0736196319018405,0.10967741935483871,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,n,0.11822660098522167,0.10552763819095477,0.08530805687203792,0.0736196319018405,0.10967741935483871,0.0,0.0,0.0,0.0,0.0,care.virtue
bias,4.0,5.0,11.0,6.0,6.0,205.0,42.0,33.0,40.0,42.0,48.0,0.0365,0.45999999999999996,0.50325,-0.36060000000000003,0.1044,0.2112,0.6842,-0.017080000000000005,0.11745454545454546,0.32790909090909093,0.5547272727272727,-0.1276818181818182,0.0425,0.29916666666666664,0.6585,-0.1381,0.036166666666666666,0.4871666666666667,0.4766666666666666,-0.4117666666666666,0.0,0.0,0.0,32.0,0.09523809523809523,0.15151515151515152,0.275,0.14285714285714285,0.125,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1027}",-0.1027,n,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.15151515151515152,0.275,0.14285714285714285,0.125,loyalty.vice
broke,15.0,5.0,1.0,1.0,6.0,309.0,69.0,62.0,62.0,57.0,59.0,0.07213333333333333,0.5277999999999999,0.39993333333333336,-0.5355533333333333,0.0,0.4008,0.5992000000000001,-0.50286,0.0,0.286,0.714,-0.4215,0.0,0.259,0.741,-0.4215,0.0,0.5403333333333333,0.4596666666666666,-0.6568166666666667,0.0,0.0,0.0,28.0,0.21739130434782608,0.08064516129032258,0.016129032258064516,0.017543859649122806,0.1016949152542373,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",-0.4215,v,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.08064516129032258,0.016129032258064516,0.017543859649122806,0.1016949152542373,care.vice
raping,10.0,4.0,3.0,3.0,8.0,72.0,19.0,13.0,15.0,13.0,12.0,0.014299999999999998,0.6361,0.3496,-0.84993,0.0,0.6775,0.3225,-0.81225,0.0,0.6326666666666666,0.36733333333333335,-0.7616666666666667,0.0,0.7463333333333333,0.25366666666666665,-0.8989666666666668,0.0,0.6727499999999998,0.32725000000000004,-0.8589375,0.0,0.0,0.0,28.0,0.5263157894736842,0.3076923076923077,0.2,0.23076923076923078,0.6666666666666666,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.7003}",-0.7003,v,0.0,0.0,0.0,0.0,0.0,0.5263157894736842,0.3076923076923077,0.2,0.23076923076923078,0.6666666666666666,sanctity.vice
undermining,1.0,10.0,4.0,5.0,2.0,77.0,12.0,18.0,11.0,18.0,18.0,0.292,0.236,0.472,0.1531,0.1619,0.3952,0.4426,-0.28622000000000003,0.07775,0.36475,0.5575,-0.36635,0.21580000000000005,0.42680000000000007,0.35740000000000005,-0.23464000000000002,0.1795,0.3735,0.4465,-0.3715,0.0,0.0,0.0,22.0,0.08333333333333333,0.5555555555555556,0.36363636363636365,0.2777777777777778,0.1111111111111111,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",-0.3612,v,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.5555555555555556,0.36363636363636365,0.2777777777777778,0.1111111111111111,fairness.vice
prospect,2.0,3.0,5.0,5.0,3.0,189.0,32.0,32.0,52.0,34.0,39.0,0.381,0.3245,0.2945,-0.10570000000000002,0.3436666666666666,0.19533333333333333,0.461,0.19553333333333334,0.37,0.040999999999999995,0.5888,0.27954,0.24500000000000002,0.1434,0.6116,0.11320000000000001,0.3453333333333333,0.05933333333333333,0.5953333333333334,0.3039,0.0,0.0,0.0,18.0,0.0625,0.09375,0.09615384615384616,0.14705882352941177,0.07692307692307693,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,n,0.0625,0.09375,0.09615384615384616,0.14705882352941177,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,authority.virtue
ideals,11.0,5.0,3.0,0.0,3.0,151.0,41.0,23.0,31.0,25.0,31.0,0.5962727272727272,0.15236363636363637,0.25145454545454543,0.4159454545454546,0.2682,0.36639999999999995,0.36560000000000004,-0.19341999999999998,0.39233333333333337,0.08700000000000001,0.5206666666666667,0.44183333333333336,0.0,0.0,0.0,0.0,0.48100000000000004,0.076,0.443,0.31550000000000006,0.0,0.0,0.0,22.0,0.2682926829268293,0.21739130434782608,0.0967741935483871,0.0,0.0967741935483871,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",0.2023,n,0.2682926829268293,0.21739130434782608,0.0967741935483871,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,care.virtue
racist,29.0,18.0,13.0,18.0,24.0,447.0,83.0,90.0,99.0,93.0,82.0,0.014999999999999998,0.5904827586206898,0.3945172413793104,-0.7230896551724139,0.055833333333333325,0.577388888888889,0.3666666666666667,-0.6708222222222222,0.03784615384615385,0.5512307692307693,0.4109230769230769,-0.7274,0.06894444444444445,0.5769444444444445,0.35411111111111115,-0.700961111111111,0.007041666666666667,0.5839166666666666,0.40900000000000003,-0.7398208333333337,0.0,0.0,0.0,102.0,0.3493975903614458,0.2,0.13131313131313133,0.1935483870967742,0.2926829268292683,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,n,0.0,0.0,0.0,0.0,0.0,0.3493975903614458,0.2,0.13131313131313133,0.1935483870967742,0.2926829268292683,care.vice
peacefully,5.0,6.0,1.0,6.0,2.0,113.0,22.0,23.0,19.0,26.0,23.0,0.6546000000000001,0.047799999999999995,0.2976,0.74234,0.43049999999999994,0.06383333333333334,0.5056666666666667,0.6194000000000001,0.274,0.0,0.726,0.5267,0.3695,0.057499999999999996,0.573,0.5876666666666667,0.63,0.0,0.37,0.8176,0.0,0.0,0.0,20.0,0.22727272727272727,0.2608695652173913,0.05263157894736842,0.23076923076923078,0.08695652173913043,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5267}",0.5267,r,0.22727272727272727,0.2608695652173913,0.05263157894736842,0.23076923076923078,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,fairness.virtue
